id;spkid;full_name;pdes;name;prefix;neo;pha;h;diameter;albedo;diameter_sigma;orbit_id;epoch;epoch_mjd;epoch_cal;equinox;e;a;q;i;om;w;ma;ad;n;tp;tp_cal;per;per_y;moid;moid_ld;sigma_e;sigma_a;sigma_q;sigma_i;sigma_om;sigma_w;sigma_ma;sigma_ad;sigma_n;sigma_tp;sigma_per;class;rms;class_description
bK14J09Y;3888475;       (2014 JY9);2014 JY9;;;N;;16.8;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.0728681;3.0824839;2.8578692;16.61259;216.17038;323.65537;12.19975;3.3070986;0.18211799;2458533.5118348;20190219.0118348;1976.7404637;5.41202043449692;;0;;;;;;;;;;;;MBA;0.32;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14J30P;3862801;       (2014 JP30);2014 JP30;;;N;;18.7;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.0374402;1.9087522;1.8372881;21.58779;187.1452;41.11009;333.7442;1.9802163;0.37374875;2458670.7498671;20190706.2498671;963.2139238;2.63713599945243;;0;;;;;;;;;;;;IMB;0.37;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK14J37J;3899100;       (2014 JJ37);2014 JJ37;;;N;;18.7;;;;MPO486212;2459000.5;59000;20200531;J2000;0.1784476;2.3043989;1.8931844;3.8413;119.59347;181.93025;208.7498;2.7156134;0.28175238;2459537.3196002;20211118.8196002;1277.7176896;3.49820038220397;;0;;;;;;;;;;;;MBA;0.25;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14J45E;3888462;       (2014 JE45);2014 JE45;;;N;;18.3;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1731797;2.3853112;1.9722237;3.19176;47.77217;219.78835;94.69585;2.7983987;0.26753864;2458246.5479503;20180508.0479503;1345.6000225;3.6840520807666;;0;;;;;;;;;;;;MBA;0.22;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14J50Y;3693048;       (2014 JY50);2014 JY50;;;N;;17.9;;;;MPO294966;2456780.5;56780;20140503;J2000;0.1268983;2.6139985;2.2822865;12.27559;156.01466;53.72194;17.0093;2.9457105;0.23320941;2456707.5642638;20140219.0642638;1543.6769897;4.22635726132786;;;;;;;;;;;;;;MBA;0.2;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14J61W;3862811;       (2014 JW61);2014 JW61;;;N;;17.5;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.0514144;2.8358133;2.6900117;12.69497;125.30238;67.75015;62.12935;2.9816149;0.20638951;2458299.4704079;20180629.9704079;1744.2746969;4.77556385188227;;0;;;;;;;;;;;;MBA;0.26;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14J76P;3862802;       (2014 JP76);2014 JP76;;;N;;15.9;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.1289405;3.2045945;2.7913925;28.31878;106.24755;334.90573;109.27826;3.6177965;0.17180842;2457964.4528261;20170729.9528261;2095.3571426;5.73677520219028;;0;;;;;;;;;;;;OMB;0.3;Outer Main-Belt Asteroid (3.0–3.5 AU from Sun)
bK14K12X;3888500;       (2014 KX12);2014 KX12;;;N;;19.1;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1856171;2.2443757;1.8277812;4.17012;70.66094;271.83119;88.4305;2.6609702;0.29313031;2458298.8235886;20180629.3235886;1228.1227417;3.36241681505818;;0;;;;;;;;;;;;MBA;0.17;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14K24V;3899151;       (2014 KV24);2014 KV24;;;N;;19.1;;;;MPO486242;2459000.5;59000;20200531;J2000;0.1844132;2.301407;1.8769972;2.10652;131.17099;158.42721;224.6672;2.7258168;0.28230199;2459479.8901736;20210922.3901736;1275.2301179;3.49138978206708;;0;;;;;;;;;;;;MBA;0.29;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14K48A;3899118;       (2014 KA48);2014 KA48;;;N;;19.1;;;;MPO486259;2459000.5;59000;20200531;J2000;0.1555575;2.2300961;1.8831879;5.82076;59.02627;211.58434;261.5033;2.5770043;0.29595025;2459333.3150593;20210428.8150593;1216.4206653;3.33037827597536;;0;;;;;;;;;;;;MBA;0.19;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14K54H;3862824;       (2014 KH54);2014 KH54;;;N;;18.7;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.059052;1.9584052;1.8427575;19.565;232.52243;99.74041;206.95207;2.0740529;0.3596253;2459026.0760927;20200625.5760927;1001.0419178;2.74070340260096;;0;;;;;;;;;;;;IMB;0.23;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK14K60L;3888488;       (2014 KL60);2014 KL60;;;N;;16.5;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1012028;3.080954;2.7691528;10.49309;335.91752;258.43355;333.9449;3.3927552;0.18225366;2458743.4606407;20190916.9606407;1975.268974;5.40799171526352;;0;;;;;;;;;;;;MBA;0.2;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14K67O;3888492;       (2014 KO67);2014 KO67;;;N;;17.5;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.010405;2.6666684;2.6389217;6.21715;180.19325;177.38601;294.17125;2.6944151;0.22633439;2458891.3473167;20200211.8473167;1590.5669483;4.35473497138946;;0;;;;;;;;;;;;MBA;0.23;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14K79F;3888480;       (2014 KF79);2014 KF79;;;N;;18.6;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.2397293;2.3241605;1.7669911;6.04184;52.08864;249.71749;101.9341;2.8813299;0.27816655;2458234.0501159;20180425.5501159;1294.1886794;3.54329549459274;;0;;;;;;;;;;;;MBA;0.22;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14K86G;3888482;       (2014 KG86);2014 KG86;;;N;;17;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.3095715;3.0280889;2.0906789;8.26562;342.58033;247.10391;342.62206;3.9654989;0.18704717;2458693.4067251;20190728.9067251;1924.648205;5.26939960301164;;0;;;;;;;;;;;;MBA;0.32;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14K95B;3862817;       (2014 KB95);2014 KB95;;;N;;18.4;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.1564835;2.2504455;1.8982879;3.59505;341.77515;264.41975;158.88171;2.6026031;0.29194519;2458056.2824022;20171029.7824022;1233.1081735;3.376066183436;;0;;;;;;;;;;;;MBA;0.23;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14L01L;3862886;       (2014 LL1);2014 LL1;;;N;;17.7;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.1718984;2.6499066;2.1943919;7.58244;83.71502;190.0799;24.01855;3.1054213;0.22848528;2458495.3792237;20190111.8792237;1575.5938413;4.3137408386037;;0;;;;;;;;;;;;MBA;0.24;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14M12J;3862899;       (2014 MJ12);2014 MJ12;;;N;;19.5;;;;E2019-SC8;2456820.5;56820;20140612;J2000;0.198933;2.2726589;1.820552;5.59163;100.39287;159.13686;355.29486;2.7247658;0.28767538;2456836.8557271;20140628.3557271;1251.4105309;3.42617530704997;;0;;;;;;;;;;;;MBA;0.21;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14N17S;3899223;       (2014 NS17);2014 NS17;;;N;;16.8;;;;MPO495830;2456820.5;56820;20140612;J2000;0.1091372;3.2266383;2.874492;17.79456;105.1997;118.82333;28.00044;3.5787846;0.17005078;2456655.8407141;20131229.3407141;2117.0146941;5.79607034661191;;0;;;;;;;;;;;;OMB;0.13;Outer Main-Belt Asteroid (3.0–3.5 AU from Sun)
bK14N28R;3888538;       (2014 NR28);2014 NR28;;;N;;19;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1683502;2.2951684;1.9087763;2.46404;172.43829;70.8401;175.84525;2.6815605;0.28345378;2457980.1334274;20170814.6334274;1270.0483303;3.47720282080767;;0;;;;;;;;;;;;MBA;0.28;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14N47D;3899214;       (2014 ND47);2014 ND47;;;N;;16.4;;;;MPO486372;2459000.5;59000;20200531;J2000;0.0583086;3.1020893;2.9212108;16.4649;175.87207;313.81807;208.26979;3.2829678;0.18039423;2459841.6034544;20220919.1034544;1995.6292394;5.46373508391513;;0;;;;;;;;;;;;MBA;0.27;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14O71U;3863072;       (2014 OU71);2014 OU71;;;N;;18.3;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.1830611;2.330428;1.9038173;2.97727;69.07267;259.03269;113.88115;2.7570387;0.27704515;2458189.4437155;20180311.9437155;1299.4271872;3.55763774729637;;0;;;;;;;;;;;;MBA;0.35;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14O82G;3888564;       (2014 OG82);2014 OG82;;;N;;18.6;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1624824;2.4721689;2.070485;1.95024;348.00525;277.52794;103.80322;2.8738528;0.25356357;2458191.1225015;20180313.6225015;1419.7623105;3.88709735934292;;0;;;;;;;;;;;;MBA;0.07;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14P54X;3899390;       (2014 PX54);2014 PX54;;;N;;16.6;;;;MPO486578;2459000.5;59000;20200531;J2000;0.1483288;3.110264;2.6489223;6.30655;117.00305;198.03337;41.32886;3.5716057;0.17968349;2458770.4907766;20191013.9907766;2003.5229725;5.48534694729637;;0;;;;;;;;;;;;MBA;0.3;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14P63U;3863120;       (2014 PU63);2014 PU63;;;N;;18.7;;;;E2019-SC8;2456880.5;56880;20140811;J2000;0.2186067;2.3157205;1.8094885;9.39677;132.24458;159.45657;17.29678;2.8219525;0.27968867;2456818.6570229;20140610.1570229;1287.1454536;3.52401219329227;;0;;;;;;;;;;;;MBA;0.06;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14Q13U;3888686;       (2014 QU13);2014 QU13;;;N;;18.3;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1411891;2.5501462;2.1900934;14.24205;288.31875;37.52284;56.01715;2.910199;0.2420229;2458369.0460756;20180907.5460756;1487.46255;4.07245051334702;;0;;;;;;;;;;;;MBA;0.15;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14Q17C;3899413;       (2014 QC17);2014 QC17;;;N;;16.8;;;;MPO486598;2459000.5;59000;20200531;J2000;0.1177913;3.1462766;2.7756726;12.86454;262.71396;99.81042;342.07269;3.5168806;0.17660733;2459102.0094334;20200909.5094334;2038.4204891;5.58089114058864;;0;;;;;;;;;;;;MBA;0.2;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14Q29U;3888689;       (2014 QU29);2014 QU29;;;N;;18;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1922694;2.492398;2.0131861;21.07479;169.94372;130.17663;96.90436;2.9716099;0.25048284;2458213.6297457;20180405.1297457;1437.2242027;3.9349054146475;;0;;;;;;;;;;;;MBA;0.23;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14Q75Z;3888706;       (2014 QZ75);2014 QZ75;;;N;;16.7;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.043143;3.1749969;3.038018;8.1209;244.36552;251.971;126.1984;3.3119758;0.17421643;2457876.122856;20170502.622856;2066.3952303;5.65748180780288;;0;;;;;;;;;;;;MBA;0.44;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14Q81S;3888683;       (2014 QS81);2014 QS81;;;N;;18.1;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1255016;2.553147;2.232723;8.79968;293.10812;3.81403;75.60156;2.873571;0.24159634;2458287.5748953;20180618.0748953;1490.0887985;4.07964078986995;;0;;;;;;;;;;;;MBA;0.11;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14QA6N;3899525;       (2014 QN106);2014 QN106;;;N;;16.3;;;;MPO486648;2459000.5;59000;20200531;J2000;0.2456061;3.2023921;2.4158651;16.22918;161.14368;248.25398;307.24692;3.9889191;0.17198569;2459307.2294727;20210402.7294727;2093.197405;5.73086216290212;;0;;;;;;;;;;;;OMB;0.12;Outer Main-Belt Asteroid (3.0–3.5 AU from Sun)
bK14QA8K;3863222;       (2014 QK108);2014 QK108;;;N;;19.5;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.0573654;1.9295105;1.8188234;17.74256;306.90161;304.84006;334.34484;2.0401976;0.36773363;2458670.2656072;20190705.7656072;978.9694785;2.68027235728953;;0;;;;;;;;;;;;IMB;0.2;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK14QQ4T;3863346;       (2014 QT264);2014 QT264;;;N;;18.6;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.0999182;1.8979786;1.708336;20.32777;10.34501;46.51929;222.18602;2.0876212;0.37693557;2458966.1168082;20200426.6168082;955.0703851;2.61484020561259;;0;;;;;;;;;;;;IMB;0.22;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK14QZ7F;3899454;       (2014 QF357);2014 QF357;;;N;;19.2;;;;MPO486792;2459000.5;59000;20200531;J2000;0.0915438;1.8995211;1.7256317;22.88657;167.35874;159.44659;92.05923;2.0734105;0.37647652;2458755.9715232;20190929.4715232;956.2349333;2.61802856481862;;0;;;;;;;;;;;;IMB;0.21;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK14R18Y;3873452;       (2014 RY18);2014 RY18;;;N;;17.8;;;;E2019T76;2458600.5;58600;20190427;J2000;0.2087187;2.81142;2.2246241;6.21853;130.68726;178.07549;15.47583;3.3982159;0.20908144;2458526.4818088;20190211.9818088;1721.8171063;4.71407831978097;;0;;;;;;;;;;;;MBA;0.42;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14R20V;3899692;       (2014 RV20);2014 RV20;;;N;;18.2;;;;MPO486858;2459000.5;59000;20200531;J2000;0.16079;2.3556088;1.9768505;2.91649;254.42364;42.95364;250.14737;2.7343671;0.27261473;2459403.4592605;20210707.9592605;1320.5449317;3.61545498069815;;0;;;;;;;;;;;;MBA;0.27;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14R24E;3881912;       (2014 RE24);2014 RE24;;;N;;17.6;;;;E2019-UI1;2458600.5;58600;20190427;J2000;0.0811674;2.745656;2.5227982;3.53062;233.84068;105.49431;10.16018;2.9685138;0.21663812;2458553.6006824;20190311.1006824;1661.7574045;4.54964381793292;;0;;;;;;;;;;;;MBA;0.35;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14R35H;3863429;       (2014 RH35);2014 RH35;;;N;;19.2;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.1988951;2.1536882;1.7253302;5.36536;55.03114;256.66825;191.40117;2.5820462;0.31183858;2459141.1605879;20201018.6605879;1154.4434303;3.16069385434634;;0;;;;;;;;;;;;MBA;0.18;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14R42H;3899665;       (2014 RH42);2014 RH42;;;N;;18.2;;;;MPO486878;2459000.5;59000;20200531;J2000;0.2143142;2.5786763;2.0260294;34.59885;180.11084;172.30793;139.88477;3.1313232;0.23801747;2458412.7920053;20181021.2920053;1512.4940199;4.14098294291581;;0;;;;;;;;;;;;MBA;0.34;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14R53O;3888806;       (2014 RO53);2014 RO53;;;N;;18;;;;E2019-US7;2458600.5;58600;20190427;J2000;0.2181096;2.7279385;2.1329489;7.40721;160.41062;148.32892;31.65839;3.3229281;0.21875209;2458455.7773142;20181203.2773142;1645.6985622;4.50567710390144;;0;;;;;;;;;;;;MBA;0.21;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S16P;3863628;       (2014 SP16);2014 SP16;;;N;;18.9;;;;E2019-SC8;2456920.5;56920;20140920;J2000;0.2518449;2.6568371;1.9877262;12.81568;167.608;205.92917;349.18368;3.325948;0.22759184;2456968.0250782;20141106.5250782;1581.7790304;4.33067496344969;;0;;;;;;;;;;;;MBA;0.19;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S35T;3899873;       (2014 ST35);2014 ST35;;;N;;18.2;;;;MPO495868;2456920.5;56920;20140920;J2000;0.1818536;2.7033595;2.2117438;5.30201;162.23834;149.30874;33.0353;3.1949752;0.22174221;2456771.5193436;20140424.0193436;1623.5068641;4.44491954579055;;0;;;;;;;;;;;;MBA;0.25;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S40W;3899904;       (2014 SW40);2014 SW40;;;N;;16.5;;;;MPO486922;2459000.5;59000;20200531;J2000;0.0771279;3.1320454;2.8904773;12.52267;21.13552;69.48828;270.29088;3.3736135;0.17781238;2459505.0156023;20211017.5156023;2024.6059358;5.54306895496235;;0;;;;;;;;;;;;MBA;0.24;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S52L;3863589;       (2014 SL52);2014 SL52;;;N;;18.2;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.1242073;2.6557553;2.3258911;3.30929;75.84594;320.14168;345.84906;2.9856195;0.22773092;2458662.6388611;20190628.1388611;1580.8130051;4.3280301303217;;0;;;;;;;;;;;;MBA;0.29;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S56M;3899811;       (2014 SM56);2014 SM56;;;N;;19.5;;;;MPO486931;2459000.5;59000;20200531;J2000;0.2368692;2.2680325;1.7308055;3.42285;108.86618;177.10787;285.52919;2.8052595;0.28855603;2459258.5809349;20210213.0809349;1247.5913257;3.41571889308693;;0;;;;;;;;;;;;MBA;0.12;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S59O;3888868;       (2014 SO59);2014 SO59;;;N;;18.9;;;;E2019-US7;2458600.5;58600;20190427;J2000;0.157708;2.5444298;2.1431529;17.48853;151.53349;158.30507;80.9622;2.9457067;0.24283896;2458267.1012735;20180528.6012735;1482.4639341;4.05876504887064;;0;;;;;;;;;;;;MBA;0.19;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S60R;3872004;       (2014 SR60);2014 SR60;;;N;;17.2;;;;E2019-SG8;2458600.5;58600;20190427;J2000;0.0748114;2.7910839;2.582279;8.77144;22.94208;140.75012;175.99325;2.9998888;0.21137067;2457767.8714712;20170114.3714712;1703.1691294;4.66302294154689;;0;;;;;;;;;;;;MBA;0.32;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S68O;3873465;       (2014 SO68);2014 SO68;;;N;;18.7;;;;E2019T76;2458600.5;58600;20190427;J2000;0.1934109;2.2788082;1.8380619;6.42487;27.84478;335.14317;108.49957;2.7195545;0.28651173;2458221.8084539;20180413.3084539;1256.4930588;3.4400905100616;;0;;;;;;;;;;;;MBA;0.1;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S78E;3888830;       (2014 SE78);2014 SE78;;;N;;18.1;;;;E2019-US7;2458600.5;58600;20190427;J2000;0.0996906;2.3753095;2.1385135;8.18298;99.81537;314.03811;31.15322;2.6121055;0.26923019;2458484.7877911;20190101.2877911;1337.1457339;3.66090550006845;;0;;;;;;;;;;;;MBA;0.11;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S80V;3888896;       (2014 SV80);2014 SV80;;;N;;18.8;;;;E2019-US7;2458600.5;58600;20190427;J2000;0.07256;2.217005;2.0561391;8.28934;108.64235;297.77105;87.33588;2.3778709;0.29857543;2458307.9914034;20180708.4914034;1205.7254678;3.30109642108145;;0;;;;;;;;;;;;MBA;0.25;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S82G;3888839;       (2014 SG82);2014 SG82;;;N;;18.5;;;;E2019-US7;2458600.5;58600;20190427;J2000;0.1761847;2.5534523;2.1035731;12.07039;358.87262;300.33221;89.23889;3.0033315;0.24155301;2458231.0618796;20180422.5618796;1490.356092;4.08037259958932;;0;;;;;;;;;;;;MBA;0.27;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S88U;3863686;       (2014 SU88);2014 SU88;;;N;;19.2;;;;E2019-SC8;2456920.5;56920;20140920;J2000;0.2517142;2.3002887;1.7212734;6.12073;342.81308;5.31865;6.78517;2.879304;0.28250787;2456896.4823682;20140826.9823682;1274.3007832;3.48884540232717;;0;;;;;;;;;;;;MBA;0.49;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14S98P;3899845;       (2014 SP98);2014 SP98;;;N;;18.9;;;;MPO486965;2459000.5;59000;20200531;J2000;0.1872991;2.3780906;1.9326764;1.9883;170.50462;247.63462;158.59136;2.8235048;0.26875806;2458410.4103112;20181018.9103112;1339.4947113;3.66733664969199;;0;;;;;;;;;;;;MBA;0.23;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14SD0D;3888818;       (2014 SD130);2014 SD130;;;N;;16.9;;;;E2019-US7;2458600.5;58600;20190427;J2000;0.1412487;3.2436456;2.7854849;4.54196;18.02698;16.29264;258.5884;3.7018063;0.16871511;2459201.5819067;20201218.0819067;2133.7745031;5.84195620287474;;0;;;;;;;;;;;;OMB;0.36;Outer Main-Belt Asteroid (3.0–3.5 AU from Sun)
bK14SO4F;3863524;       (2014 SF244);2014 SF244;;;N;;16.2;;;;E2019-SC8;2456980.5;56980;20141119;J2000;0.1284083;3.2287057;2.8141131;27.14864;20.13528;18.19902;339.79748;3.6432983;0.16988749;2457099.417055;20150317.917055;2119.0494956;5.80164132950034;;0;;;;;;;;;;;;OMB;0.17;Outer Main-Belt Asteroid (3.0–3.5 AU from Sun)
bK14T16C;3863742;       (2014 TC16);2014 TC16;;;N;;16.5;;;;E2019-SC8;2456940.5;56940;20141010;J2000;0.3205483;3.9345036;2.6733052;2.99209;43.01495;352.9545;342.87355;5.195702;0.12629006;2457076.1120189;20150222.6120189;2850.5806395;7.8044644476386;;0;;;;;;;;;;;;OMB;0.29;Outer Main-Belt Asteroid (3.0–3.5 AU from Sun)
bK14U46S;3900112;       (2014 US46);2014 US46;;;N;;17.4;;;;MPO487210;2459000.5;59000;20200531;J2000;0.1683901;3.2235917;2.6807708;1.57176;164.57855;235.7344;348.52723;3.7664126;0.17029192;2459067.8711941;20200806.3711941;2114.0169187;5.78786288487338;;0;;;;;;;;;;;;OMB;0.44;Outer Main-Belt Asteroid (3.0–3.5 AU from Sun)
bK14U52S;3863901;       (2014 US52);2014 US52;;;N;;18.3;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.0864022;2.2501015;2.0556878;3.81663;284.54316;237.41;0.68321;2.4445152;0.29201214;2458598.160337;20190424.660337;1232.8254572;3.37529214839151;;0;;;;;;;;;;;;MBA;0.24;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14U83N;3873483;       (2014 UN83);2014 UN83;;;N;;17.3;;;;E2019T76;2458600.5;58600;20190427;J2000;0.2185853;3.0851466;2.4107789;16.15347;228.95865;233.42638;266.96224;3.7595143;0.18188227;2459112.0273743;20200919.5273743;1979.3023256;5.41903443011636;;0;;;;;;;;;;;;MBA;0.21;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14UD8J;3863845;       (2014 UJ138);2014 UJ138;;;N;;19;;;;E2019-SC8;2456980.5;56980;20141119;J2000;0.1001037;1.938354;1.7443176;20.47347;223.4747;205.20873;340.88365;2.1323904;0.36521989;2457032.8420288;20150110.3420288;985.7075418;2.69872016919918;;0;;;;;;;;;;;;IMB;0.14;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK14UI4L;3900062;       (2014 UL184);2014 UL184;;;N;;15.5;;;;MPO487306;2459000.5;59000;20200531;J2000;0.1742874;3.9889375;3.293716;8.45954;349.39396;346.27769;290.95709;4.684159;0.12371382;2459558.585669;20211210.085669;2909.9416702;7.96698609226557;;0;;;;;;;;;;;;OMB;0.26;Outer Main-Belt Asteroid (3.0–3.5 AU from Sun)
bK14W19M;3864173;       (2014 WM19);2014 WM19;;;N;;18.8;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.2021742;2.3586057;1.8817565;5.68986;227.40195;171.82553;82.63744;2.8354549;0.27209531;2458296.7923029;20180627.2923029;1323.0658037;3.62235675208761;;0;;;;;;;;;;;;MBA;0.31;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14W41G;3889070;       (2014 WG41);2014 WG41;;;N;;17.9;;;;E2019-US7;2458600.5;58600;20190427;J2000;0.1952926;2.7328476;2.1991427;4.35758;134.5141;193.18169;58.7178;3.2665525;0.21816292;2458331.3534374;20180731.8534374;1650.1429299;4.51784511950719;;0;;;;;;;;;;;;MBA;0.26;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14W55F;3889059;       (2014 WF55);2014 WF55;;;N;;18.5;;;;E2019-US7;2458600.5;58600;20190427;J2000;0.1127773;2.3458452;2.0812871;4.91712;211.71391;254.50073;53.26187;2.6104033;0.27431847;2458406.339286;20181014.839286;1312.3432775;3.5930000752909;;0;;;;;;;;;;;;MBA;0.21;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14W67V;3864357;       (2014 WV67);2014 WV67;;;N;;19.2;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.2962763;2.6086155;1.8357446;5.78215;220.66258;164.40775;38.21922;3.3814864;0.23393165;2458437.1222783;20181114.6222783;1538.9110452;4.21330881642711;;0;;;;;;;;;;;;MBA;0.34;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14W71Z;3889268;       (2014 WZ71);2014 WZ71;;;N;;18.2;;;;E2019-US7;2458600.5;58600;20190427;J2000;0.1762499;2.3174654;1.9090124;5.84931;83.65722;84.80114;2.46411;2.7259184;0.27937284;2458591.6798513;20190418.1798513;1288.6005669;3.52799607638604;;0;;;;;;;;;;;;MBA;0.32;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14W83J;3864120;       (2014 WJ83);2014 WJ83;;;N;;18.7;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.06061;2.2633107;2.1261314;6.00648;215.68868;220.34566;89.2229;2.40049;0.28945951;2458292.2603433;20180622.7603433;1243.6972618;3.40505752717317;;0;;;;;;;;;;;;MBA;0.24;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK14W89V;3889226;       (2014 WV89);2014 WV89;;;N;;17.3;;;;E2019-US7;2458600.5;58600;20190427;J2000;0.1813575;2.6273062;2.1508245;6.47165;209.5106;71.32346;126.98342;3.1037879;0.23143979;2458051.8328067;20171025.3328067;1555.4801532;4.25867256180698;;0;;;;;;;;;;;;MBA;0.42;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
