designation,abs_mag,slope_param,epoch,mean_anomaly,arg_perihelion,long_asc_node,inclination,eccentricity,mean_motion,semi_major_axis,uncertainty,reference,num_observations,num_oppositions,first_obs,separator,last_obs,rms_residual,coarse_perturbers,precise_perturbers,computer,hex_flags,designation_full,last_obs_date,orbit_type,is_neo
00613,9.85,0.15,K25BL,281.545,66.89571,354.49022,7.6694,0.0564038,0.19746246,2.9206511,0,E2025-V57,14302.0,53,1901,-,2025,0.43,M-v,3Ek,MPCORBFIT,0000,(613) Ginevra,2025-11-08,Type 0,False
00614,11.03,0.15,K25BL,303.41062,210.39973,217.03716,7.02013,0.1085733,0.22292377,2.6937987,0,E2025-V50,5189.0,48,1906,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(614) Pia,2025-11-08,Type 0,False
00615,10.47,0.15,K25BL,83.6173,246.41622,13.38537,2.7625,0.1105242,0.23091358,2.6312961,0,E2025-V65,9928.0,58,1902,-,2025,0.5,M-v,3Ek,MPCORBFIT,0000,(615) Roswitha,2025-11-10,Type 0,False
00616,10.6,0.15,K25BL,358.97403,108.68168,355.93182,14.95665,0.0610708,0.24150258,2.5538077,0,E2025-V46,5862.0,41,1906,-,2025,0.61,M-v,3Ek,MPCLINUX,0000,(616) Elly,2025-11-05,Type 0,False
00617,8.23,0.15,K25BL,42.11894,308.76746,44.35014,22.06438,0.1393786,0.08297357,5.2060645,0,E2025-V65,6430.0,67,1906,-,2025,0.56,M-v,3Ek,MPCORBFIT,0009,(617) Patroclus,2025-11-09,Jupiter Trojan,False
00618,8.55,0.15,K25BL,7.82434,230.19672,110.81196,17.05575,0.0684033,0.17292332,3.1908056,0,E2025-V57,12785.0,56,1906,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(618) Elfriede,2025-11-08,Type 0,False
00619,9.85,0.15,K25BL,307.43444,177.41904,187.43423,13.8051,0.0744835,0.24632198,2.5203873,0,E2025-V65,6408.0,51,1906,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(619) Triberga,2025-11-09,Type 0,False
00620,10.98,0.15,K25BL,169.53302,336.72346,359.81952,7.736,0.1356091,0.25934037,2.4353196,0,E2025-V34,9277.0,41,1931,-,2025,0.5,M-v,3Ek,MPCORBFIT,0000,(620) Drakonia,2025-11-03,Type 0,False
00621,11.14,0.15,K25BL,180.426,37.06893,66.64355,2.29733,0.136631,0.17827758,3.1265945,0,MPO950956,6804.0,49,1906,-,2025,0.58,M-v,3Ek,MPCLINUX,0000,(621) Werdandi,2025-09-24,Type 0,False
00622,10.31,0.15,K25BL,266.5727,257.02234,141.87952,8.63521,0.2430198,0.26263274,2.414924,0,MPO950956,5226.0,50,1906,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(622) Esther,2025-10-06,Type 0,False
00623,10.83,0.15,K25BL,333.17591,125.08718,308.27896,14.12603,0.1116234,0.25527646,2.4610978,0,E2025-V65,5412.0,41,1907,-,2025,0.61,M-v,3Ek,MPCORBFIT,0007,(623) Chimaera,2025-11-09,Phocaea,False
00624,7.33,0.15,K25BL,9.22945,180.68365,342.80299,18.1482,0.0242864,0.08132299,5.276272,0,E2025-UT3,6436.0,73,1907,-,2025,0.6,M-v,3Ek,MPCLINUX,0009,(624) Hektor,2025-07-02,Jupiter Trojan,False
00625,9.97,0.15,K25BL,32.99861,200.49126,127.50935,12.07679,0.2270502,0.22907473,2.6453589,0,E2025-V57,4909.0,45,1907,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(625) Xenia,2025-11-08,Type 0,False
00626,9.22,0.15,K25BL,8.61168,43.6576,341.56352,25.37424,0.2416631,0.23865541,2.5740789,0,E2025-V34,3929.0,51,1907,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(626) Notburga,2025-11-02,Type 0,False
00627,9.88,0.15,K25BL,195.39211,178.81447,142.22168,6.48093,0.0625349,0.19967767,2.89901,0,E2025-V57,5338.0,48,1907,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(627) Charis,2025-11-08,Type 0,False
00628,9.24,0.15,K25BL,55.42006,204.97323,112.07605,11.52387,0.0425963,0.23766421,2.5812309,0,E2025-V57,4983.0,55,1907,-,2025,0.7,M-v,3Ek,MPCORBFIT,0000,(628) Christine,2025-11-08,Type 0,False
00629,10.07,0.15,K25BL,172.63278,38.51659,86.32548,9.23524,0.1607033,0.17783691,3.1317574,0,E2025-V65,5868.0,46,1907,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(629) Bernardina,2025-11-09,Type 0,False
00630,11.21,0.15,K25BL,343.24284,38.94428,105.33824,13.87092,0.1122818,0.23178398,2.6247047,0,E2025-V65,11555.0,42,1907,-,2025,0.44,M-v,3Ek,MPCORBFIT,0000,(630) Euphemia,2025-11-09,Type 0,False
00631,8.63,0.15,K25BL,214.20256,279.39363,224.52312,18.90032,0.0850492,0.2112837,2.7918498,0,E2025-V65,5370.0,52,1907,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(631) Philippina,2025-11-08,Type 0,False
00632,11.42,0.15,K25BL,85.29564,252.39299,356.43186,2.21537,0.1914482,0.2268505,2.6626223,0,E2025-V50,5880.0,46,1907,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(632) Pyrrha,2025-11-08,Type 0,False
00633,9.96,0.15,K25BL,129.82449,192.24133,147.07315,10.91883,0.0860276,0.18759866,3.0221515,0,E2025-V65,5385.0,50,1907,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(633) Zelima,2025-11-09,Type 0,False
00634,9.91,0.15,K25BL,5.40575,221.04727,133.16855,12.29116,0.1804544,0.18509473,3.0493458,0,E2025-V57,11254.0,47,1907,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(634) Ute,2025-11-08,Type 0,False
00635,9.29,0.15,K25BL,316.95519,229.03513,182.8332,11.00818,0.0785547,0.17704287,3.1411144,0,E2025-V50,12268.0,55,1907,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(635) Vundtia,2025-11-08,Type 0,False
00636,9.71,0.15,K25BL,134.89991,299.52416,34.37123,7.9115,0.171513,0.1980951,2.9144296,0,E2025-V65,7937.0,48,1907,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(636) Erika,2025-11-09,Type 0,False
00637,11.56,0.15,K25BL,27.79498,181.09153,351.23546,0.23753,0.1182272,0.17402215,3.1773596,0,MPO937423,5693.0,46,1907,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(637) Chrysothemis,2025-07-16,Type 0,False
00638,10.09,0.15,K25BL,75.9875,128.43902,103.08967,7.70873,0.1622812,0.21809408,2.7334227,0,E2025-V46,8490.0,54,1906,-,2025,0.57,M-v,3Ek,MPCORBFIT,0000,(638) Moira,2025-11-06,Type 0,False
00639,8.35,0.15,K25BL,174.3906,69.80139,279.66178,8.57433,0.1106808,0.18841197,3.0134481,0,MPO925799,8337.0,63,1907,-,2025,0.54,M-v,3Ek,MPCLINUX,0000,(639) Latona,2025-06-04,Type 0,False
00640,9.33,0.15,K25BL,75.05909,28.61967,234.85641,13.37052,0.0783502,0.17543864,3.1602338,0,E2025-V65,8570.0,50,1907,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(640) Brambilla,2025-11-08,Type 0,False
00641,12.39,0.15,K25BL,208.98339,18.00184,40.96911,1.70863,0.1283159,0.29795333,2.2200899,0,MPO950956,4782.0,41,1907,-,2025,0.64,M-v,3Ek,MPCLINUX,0000,(641) Agnes,2025-09-22,Type 0,False
00642,10.1,0.15,K25BL,172.86925,121.1307,5.24045,8.16639,0.1288201,0.17325919,3.1866806,0,E2025-V65,9809.0,51,1907,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(642) Clara,2025-11-09,Type 0,False
00643,9.88,0.15,K25BL,351.91431,225.18747,252.11726,13.75509,0.0572235,0.15937475,3.3691708,0,E2025-V65,8046.0,48,1907,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(643) Scheherezade,2025-11-09,Type 0,False
00644,10.77,0.15,K25BL,76.32897,269.26185,109.98167,1.04127,0.1544956,0.2349976,2.600721,0,E2025-V65,6359.0,52,1907,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(644) Cosima,2025-11-09,Type 0,False
00645,9.99,0.15,K25BL,179.0818,89.1638,359.20758,7.06638,0.1390487,0.1709145,3.2157586,0,MPO950956,10356.0,53,1907,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(645) Agrippina,2025-10-06,Type 0,False
00646,12.63,0.15,K25BL,131.4441,38.25786,302.75333,6.90495,0.2134392,0.27788839,2.3257112,0,E2025-V65,6944.0,33,1907,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(646) Kastalia,2025-11-09,Type 0,False
00647,11.18,0.15,K25BL,292.45466,175.84502,254.54911,7.32467,0.1929592,0.25818408,2.4425853,0,E2025-V65,5329.0,38,1907,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(647) Adelgunde,2025-11-08,Type 0,False
00648,9.57,0.15,K25BL,189.80128,180.989,290.77031,9.8762,0.2030639,0.17249251,3.1961162,0,E2025-V65,4858.0,48,1907,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(648) Pippa,2025-11-09,Type 0,False
00649,12.89,0.15,K25BL,18.70582,349.48743,356.99192,12.71492,0.2782041,0.24252356,2.5466353,0,E2025-V50,8693.0,35,1907,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(649) Josefa,2025-11-08,Type 0,False
00650,12.64,0.15,K25BL,233.73567,178.75847,215.49393,2.56474,0.1841707,0.25570906,2.4583213,0,MPO950957,4816.0,38,1907,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(650) Amalasuntha,2025-08-27,Type 0,False
00651,10.12,0.15,K25BL,173.07187,352.31314,37.94778,10.76423,0.100491,0.18762944,3.0218209,0,E2025-UJ7,6623.0,46,1907,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(651) Antikleia,2025-07-18,Type 0,False
00652,11.01,0.15,K25BL,4.63957,276.77916,86.13166,15.73377,0.1257813,0.24130647,2.5551912,0,E2025-V57,5173.0,41,1907,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(652) Jubilatrix,2025-11-08,Type 0,False
00653,9.35,0.15,K25BL,70.56958,61.31726,132.7422,11.28678,0.0451337,0.188337,3.0142477,0,MPO950957,6996.0,54,1893,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(653) Berenike,2025-10-06,Type 0,False
00654,8.6,0.15,K25BL,293.75033,214.57881,278.32453,18.09758,0.2315731,0.28316375,2.2967353,0,E2025-V34,4685.0,63,1908,-,2025,0.76,M-v,3Ek,MPCORBFIT,0007,(654) Zelinda,2025-11-02,Phocaea,False
00655,10.0,0.15,K25BL,292.5505,282.24786,129.82254,6.5133,0.0837532,0.19061535,2.9901809,0,E2025-V57,6961.0,56,1907,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(655) Briseis,2025-11-08,Type 0,False
00656,10.05,0.15,K25BL,336.31463,329.2295,184.15868,0.51814,0.1301125,0.17578421,3.1560907,0,E2025-V65,5596.0,63,1908,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(656) Beagle,2025-11-09,Type 0,False
00657,11.34,0.15,K25BL,282.53243,244.02298,297.50467,10.24012,0.1127443,0.23340921,2.6125066,0,E2025-V46,9731.0,50,1908,-,2025,0.46,M-v,3Ek,MPCORBFIT,0000,(657) Gunlod,2025-11-06,Type 0,False
00658,10.47,0.15,K25BL,216.55525,59.12787,350.93057,1.50129,0.0616467,0.20430988,2.8550243,0,MPO950957,5648.0,60,1906,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(658) Asteria,2025-09-22,Type 0,False
00659,8.7,0.15,K25BL,182.77381,343.67936,350.75652,4.522,0.1157201,0.08384885,5.169771,0,E2025-V34,5988.0,66,1908,-,2025,0.61,M-v,3Ek,MPCORBFIT,0009,(659) Nestor,2025-11-03,Jupiter Trojan,False
00660,9.2,0.15,K25BL,295.36041,107.18188,156.75847,15.19513,0.1087774,0.24450467,2.5328605,0,MPO950957,8649.0,54,1908,-,2025,0.56,M-v,3Ek,MPCLINUX,0000,(660) Crescentia,2025-06-12,Type 0,False
00661,9.74,0.15,K25BL,166.21098,183.44826,335.56204,9.24694,0.0389747,0.18822523,3.0154409,0,E2025-V57,7293.0,54,1908,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(661) Cloelia,2025-11-08,Type 0,False
00662,10.43,0.15,K25BL,225.52993,166.05065,133.53119,4.12835,0.2186422,0.2417905,2.55178,0,E2025-V34,11343.0,51,1908,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(662) Newtonia,2025-11-03,Type 0,False
00663,9.16,0.15,K25BL,35.89373,314.63024,232.29891,17.92535,0.147528,0.18379061,3.0637536,0,E2025-UJ7,5645.0,52,1908,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(663) Gerlinde,2025-08-07,Type 0,False
00664,9.94,0.15,K25BL,254.52994,103.08077,170.29089,8.56904,0.2416141,0.17392112,3.1785899,0,E2025-V50,6555.0,47,1908,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(664) Judith,2025-11-07,Type 0,False
00665,8.63,0.15,K25BL,32.53289,317.83023,298.38562,14.74817,0.1723216,0.17678007,3.1442266,0,E2025-V65,5325.0,56,1906,-,2025,0.73,M-v,3Ek,MPCORBFIT,0000,(665) Sabine,2025-11-09,Type 0,False
00666,10.71,0.15,K25BL,344.96756,174.13902,215.28586,7.58203,0.2362821,0.23588849,2.5941687,0,E2025-V65,8469.0,43,1908,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(666) Desdemona,2025-11-08,Type 0,False
00667,9.4,0.15,K25BL,76.4797,304.93759,153.1384,25.37031,0.1879993,0.17322938,3.1870462,0,E2025-UJ7,7118.0,45,1908,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(667) Denise,2025-07-06,Type 0,False
00668,12.12,0.15,K25BL,20.54256,113.02523,214.36677,6.84075,0.2340854,0.2109323,2.7949497,0,E2025-V65,6280.0,40,1908,-,2025,0.57,M-v,3Ek,MPCORBFIT,0000,(668) Dora,2025-11-08,Type 0,False
00669,10.05,0.15,K25BL,193.72177,119.72979,170.35225,10.79081,0.0764346,0.18814159,3.0163345,0,E2025-V65,5451.0,47,1906,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(669) Kypria,2025-11-08,Type 0,False
00670,9.47,0.15,K25BL,327.91018,195.02172,174.55646,7.53766,0.1915848,0.20984266,2.8046168,0,E2025-V46,6987.0,59,1907,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(670) Ottegebe,2025-11-06,Type 0,False
00671,10.33,0.15,K25BL,108.09955,88.06645,0.36742,8.00678,0.0613072,0.18106076,3.0944715,0,MPO937423,8330.0,46,1908,-,2025,0.53,M-v,3Ek,MPCLINUX,0000,(671) Carnegia,2025-07-16,Type 0,False
00672,11.57,0.15,K25BL,299.12596,309.03612,343.76709,11.10613,0.1365141,0.24135801,2.5548274,0,MPO950957,6662.0,40,1907,-,2025,0.59,M-v,3Ek,MPCLINUX,0000,(672) Astarte,2025-07-19,Type 0,False
00673,10.12,0.15,K25BL,168.46394,256.59778,226.38854,2.88075,0.0089375,0.20866245,2.8151823,0,MPO950957,6314.0,61,1908,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(673) Edda,2025-10-06,Type 0,False
00674,7.43,0.15,K25BL,99.1617,41.14724,58.06981,13.51317,0.1930678,0.1971133,2.9240991,0,MPO937423,4950.0,68,1901,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(674) Rachele,2025-08-07,Type 0,False
00675,8.14,0.15,K25BL,106.4221,152.33979,262.98651,9.81098,0.20499,0.21413189,2.7670382,0,MPO925800,8115.0,61,1908,-,2025,0.55,M-v,3Ek,MPCLINUX,0000,(675) Ludmilla,2025-06-17,Type 0,False
00676,9.64,0.15,K25BL,112.83613,186.3123,150.09506,12.84898,0.1225816,0.18348406,3.0671651,0,E2025-V65,10534.0,46,1909,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(676) Melitta,2025-11-08,Type 0,False
00677,9.66,0.15,K25BL,291.9756,273.44812,272.65311,8.48914,0.0467389,0.19361279,2.9592388,0,E2025-V65,9724.0,53,1906,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(677) Aaltje,2025-11-09,Type 0,False
00678,9.35,0.15,K25BL,165.14023,121.05657,281.05679,6.09747,0.2200776,0.23895363,2.5719368,0,E2025-UR3,7776.0,48,1909,-,2025,0.56,M-v,3Ek,MPCLINUX,0000,(678) Fredegundis,2025-08-13,Type 0,False
00679,9.14,0.15,K25BL,118.48286,267.0169,112.07485,24.41752,0.310233,0.23707,2.5855423,0,E2025-V65,6347.0,51,1909,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(679) Pax,2025-11-09,Type 0,False
00680,9.54,0.15,K25BL,265.40811,245.47611,37.88963,17.52237,0.2991918,0.17770474,3.1333101,0,E2025-V23,7758.0,46,1909,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(680) Genoveva,2025-11-02,Type 0,False
00681,10.73,0.15,K25BL,39.17907,115.62427,177.81603,12.57108,0.0999367,0.17985404,3.1082975,0,E2025-V65,5566.0,44,1909,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(681) Gorgo,2025-11-08,Type 0,False
00682,12.24,0.15,K25BL,322.30926,104.62297,190.75828,11.51209,0.1739245,0.22819594,2.6521461,0,E2025-UJ7,4915.0,35,1909,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(682) Hagar,2025-08-27,Type 0,False
00683,8.83,0.15,K25BL,172.04757,280.1272,259.63488,18.52747,0.0590961,0.17935242,3.1140904,0,E2025-V65,9494.0,55,1909,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(683) Lanzia,2025-11-08,Type 0,False
00684,10.89,0.15,K25BL,278.99316,293.97204,336.21045,5.52139,0.0352604,0.25992848,2.4316448,0,MPO925800,8059.0,42,1909,-,2025,0.55,M-v,3Ek,MPCLINUX,0000,(684) Hildburg,2025-06-05,Type 0,False
00685,12.05,0.15,K25BL,286.52676,80.7322,235.16479,3.64859,0.1972108,0.29487907,2.2354935,0,MPO937424,7784.0,38,1909,-,2025,0.54,M-v,3Ek,MPCLINUX,0000,(685) Hermia,2025-07-19,Type 0,False
00686,9.63,0.15,K25BL,320.42012,88.96968,243.01178,15.68927,0.2677108,0.23649039,2.5897652,0,MPO950957,6141.0,40,1909,-,2025,0.58,M-v,3Ek,MPCLINUX,0000,(686) Gersuind,2025-09-22,Type 0,False
00687,11.63,0.15,K25BL,287.15804,52.66633,334.29325,14.87292,0.2713176,0.21924853,2.7238191,0,MPO950957,3934.0,37,1909,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(687) Tinette,2025-10-06,Type 0,False
00688,10.97,0.15,K25BL,105.00747,139.37071,170.80425,10.24354,0.1378323,0.22231752,2.6986937,0,E2025-V65,8230.0,45,1909,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(688) Melanie,2025-11-04,Type 0,False
00689,12.25,0.15,K25BL,347.74863,188.43561,168.10932,5.74125,0.2289318,0.2796281,2.3160549,0,E2025-V38,5674.0,39,1909,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(689) Zita,2025-11-05,Type 0,False
00690,8.14,0.15,K25BL,293.28943,114.62363,253.03012,11.24428,0.1758887,0.1760877,3.1524633,0,MPO950957,9470.0,58,1902,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(690) Wratislavia,2025-10-06,Type 0,False
00691,9.31,0.15,K25BL,111.96499,303.32231,87.92434,13.02285,0.1255702,0.18885891,3.008692,0,E2025-V65,7375.0,49,1914,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(691) Lehigh,2025-11-09,Type 0,False
00692,8.99,0.15,K25BL,326.55813,53.41759,63.45929,26.08044,0.1699903,0.15835646,3.3835988,0,E2025-V38,5360.0,54,1901,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(692) Hippodamia,2025-11-04,Type 0,False
00693,9.52,0.15,K25BL,90.01915,283.16575,351.69138,14.19132,0.0297129,0.19520594,2.9431159,0,E2025-V50,5172.0,45,1909,-,2025,0.7,M-v,3Ek,MPCORBFIT,0000,(693) Zerbinetta,2025-11-08,Type 0,False
00694,9.27,0.15,K25BL,248.4336,111.70214,229.96687,15.898,0.3228491,0.22591673,2.669954,0,MPO937424,7676.0,53,1909,-,2025,0.55,M-v,3Ek,MPCLINUX,0000,(694) Ekard,2025-07-23,Type 0,False
00695,9.18,0.15,K25BL,291.77274,79.69229,275.46125,13.84646,0.1596755,0.24345476,2.5401374,0,MPO950957,7838.0,51,1913,-,2025,0.5,M-v,3Ek,MPCLINUX,0000,(695) Bella,2025-09-22,Type 0,False
00696,9.48,0.15,K25BL,181.63152,103.50895,299.40639,13.01494,0.2481018,0.17421127,3.1750596,0,MPO950957,5129.0,55,1914,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(696) Leonora,2025-08-25,Type 0,False
00697,9.57,0.15,K25BL,27.60502,333.36541,15.39789,15.12158,0.1532395,0.2014868,2.8816307,0,E2025-V50,8631.0,56,1910,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(697) Galilea,2025-11-08,Type 0,False
00698,11.02,0.15,K25BL,317.08004,97.61747,40.5989,11.52669,0.1116329,0.20289704,2.8682626,0,E2025-V46,10027.0,39,1910,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(698) Ernestina,2025-11-06,Type 0,False
00699,11.44,0.15,K25BL,77.54417,91.55578,242.48495,15.28644,0.4096638,0.23309941,2.6148208,0,E2025-V65,6138.0,38,1902,-,2025,0.59,M-v,3Ek,MPCORBFIT,0005,(699) Hela,2025-11-07,q < 1.665 AU,False
00700,11.17,0.15,K25BL,289.45874,101.44212,96.7825,6.78804,0.1038331,0.29594658,2.2301145,0,E2025-V65,9301.0,42,1910,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(700) Auravictrix,2025-11-09,Type 0,False
00701,9.29,0.15,K25BL,96.1086,324.33354,243.53172,7.1308,0.0379686,0.18834949,3.0141146,0,E2025-V65,8290.0,59,1906,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(701) Oriola,2025-11-09,Type 0,False
00702,7.47,0.15,K25BL,106.74846,352.37083,289.71224,20.60258,0.0154641,0.17281887,3.1920911,0,E2025-V65,8823.0,57,1910,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(702) Alauda,2025-11-09,Type 0,False
00703,12.49,0.15,K25BL,309.13895,174.76567,213.71542,2.45952,0.1373065,0.30727266,2.1749708,0,E2025-V65,5163.0,44,1910,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(703) Noemi,2025-11-09,Type 0,False
00704,6.33,0.15,K25BL,184.2054,94.10696,280.16607,17.31546,0.1552478,0.18447071,3.0562188,0,E2025-UJ7,6352.0,82,1910,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(704) Interamnia,2025-07-16,Type 0,False
00705,8.47,0.15,K25BL,298.09773,102.54674,2.76299,25.02087,0.05188,0.1973422,2.9218376,0,E2025-V65,7875.0,47,1910,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(705) Erminia,2025-11-09,Type 0,False
00706,11.13,0.15,K25BL,202.26717,30.87971,325.26603,14.43147,0.1956493,0.21886342,2.7270134,0,MPO925800,8615.0,42,1910,-,2025,0.48,M-v,3Ek,MPCLINUX,0000,(706) Hirundo,2025-07-06,Type 0,False
00707,12.13,0.15,K25BL,316.05118,90.6559,281.83287,4.27347,0.1080091,0.30611888,2.1804324,0,E2025-V65,5379.0,45,1910,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(707) Steina,2025-11-09,Type 0,False
00708,10.5,0.15,K25BL,53.81631,200.15647,355.04594,3.4783,0.0859166,0.22586089,2.6703941,0,MPO950957,5527.0,55,1892,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(708) Raphaela,2025-09-13,Type 0,False
00709,9.16,0.15,K25BL,168.00788,19.37225,324.19414,16.27897,0.1157302,0.19824281,2.9129817,0,E2025-V34,7403.0,54,1906,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(709) Fringilla,2025-11-03,Type 0,False
00710,11.14,0.15,K25BL,188.14994,99.50421,140.14641,1.75132,0.1305103,0.17786858,3.1313856,0,E2025-V65,5203.0,50,1911,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(710) Gertrud,2025-11-09,Type 0,False
00711,11.76,0.15,K25BL,346.64974,300.21651,356.99774,6.08655,0.1961966,0.29457719,2.2370205,0,E2025-UJ7,4800.0,40,1911,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(711) Marmulla,2025-09-22,Type 0,False
00712,8.58,0.15,K25BL,309.58958,181.72114,230.67883,12.75545,0.1849977,0.23836552,2.5761655,0,E2025-V65,5218.0,60,1911,-,2025,0.7,M-v,3Ek,MPCORBFIT,0000,(712) Boliviana,2025-11-08,Type 0,False
00713,9.08,0.15,K25BL,306.77734,138.65814,217.44575,10.34007,0.1542286,0.15701908,3.4027844,0,MPO950958,7144.0,53,1911,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(713) Luscinia,2025-10-06,Type 0,False
00714,9.02,0.15,K25BL,237.0987,233.58872,233.67919,14.2719,0.05583,0.24416528,2.5352071,0,E2025-V65,5617.0,56,1911,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(714) Ulula,2025-11-08,Type 0,False
00715,10.04,0.15,K25BL,199.53162,300.26118,46.02507,13.81807,0.0858423,0.21422305,2.7662531,0,MPO925800,6284.0,51,1911,-,2025,0.6,M-v,3Ek,MPCLINUX,0000,(715) Transvaalia,2025-06-18,Type 0,False
00716,10.91,0.15,K25BL,195.23491,55.7019,145.87246,8.48835,0.0867722,0.20904039,2.811788,0,E2025-V65,10946.0,48,1906,-,2025,0.45,M-v,3Ek,MPCORBFIT,0000,(716) Berkeley,2025-11-10,Type 0,False
00717,10.89,0.15,K25BL,146.01255,24.19084,343.37886,1.64578,0.2651093,0.17765382,3.1339088,0,MPO925800,5419.0,49,1911,-,2025,0.68,M-v,3Ek,MPCLINUX,0000,(717) Wisibada,2025-06-14,Type 0,False
00718,9.7,0.15,K25BL,271.33972,174.74263,38.34148,6.89151,0.1923831,0.18324823,3.0697961,0,E2025-V46,5159.0,56,1902,-,2025,0.63,M-v,3Ek,MPCLINUX,0000,(718) Erida,2025-11-06,Type 0,False
00719,15.59,0.15,K25BL,240.61027,156.18941,183.86097,11.57311,0.5465958,0.23021842,2.6365904,0,MPO914124,2058.0,23,1911,-,2025,0.7,M-v,3Ek,MPCLINUX,1804,(719) Albert,2025-03-28,Amor,True
00720,9.69,0.15,K25BL,329.1792,102.87261,35.59995,2.34975,0.0183404,0.20059139,2.8901997,0,E2025-V65,8926.0,67,1899,-,2025,0.57,M-v,3Ek,MPCORBFIT,0000,(720) Bohlinia,2025-11-09,Type 0,False
00721,9.41,0.15,K25BL,359.209,353.26066,38.35556,8.32428,0.117886,0.14751823,3.5473627,0,E2025-V50,9219.0,59,1911,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(721) Tabora,2025-11-08,Type 0,False
00722,12.48,0.15,K25BL,303.4548,257.41534,45.64027,5.63517,0.1455247,0.30797432,2.1716661,0,MPO937424,12437.0,48,1910,-,2025,0.4,M-v,3Ek,MPCORBFIT,0000,(722) Frieda,2025-08-12,Type 0,False
